locus	erv.assigned	CLADE	locus_name
RETROSEQ_chrZ:71793702-71793922	cPa260	Beta-like2	ERV-AB2.cPa260.1283-CamPar
RETROSEQ_chrZ:71842113-71842213	cPa138	Beta-like1	ERV-AB1.cPa138.49-CamPar
RETROSEQ_chrZ:71883044-71883203	cPa260	Beta-like2	ERV-AB2.cPa260.1284-CamPar
RETROSEQ_chrZ:71886185-71886285	cPa260	Beta-like2	ERV-AB2.cPa260.1285-CamPar
RETROSEQ_chrZ:71915438-71915538	cPa390	Beta-like1	ERV-AB1.cPa390.52-CamPar
RETROSEQ_chrZ:71918739-71918839	cPa260	Beta-like2	ERV-AB2.cPa260.1286-CamPar
RETROSEQ_chrZ:72032482-72032582	cPa227	Gamma-like	ERV-GE.cPa227.167-CamPar
RETROSEQ_chrZ:72098293-72098393	cPa260	Beta-like2	ERV-AB2.cPa260.1287-CamPar
RETROSEQ_chrZ:72107244-72107431	cPa260	Beta-like2	ERV-AB2.cPa260.1288-CamPar
RETROSEQ_chrZ:72109535-72109635	PERV_AJ293656	Gamma	ERV-PERV.290-CamPar
RETROSEQ_chrZ:72109677-72109794	MLV_Xmv43	Gamma	ERV-Xmv.43.56-CamPar
RETROSEQ_chrZ:72109869-72109969	PERV_AJ293656	Gamma	ERV-PERV.291-CamPar
RETROSEQ_chrZ:72109973-72110082	PERV_AJ293656	Gamma	ERV-PERV.292-CamPar
RETROSEQ_chrZ:72140439-72140539	cPa260	Beta-like2	ERV-AB2.cPa260.1289-CamPar
RETROSEQ_chrZ:72145952-72146094	cPa260	Beta-like2	ERV-AB2.cPa260.1290-CamPar
RETROSEQ_chrZ:72156260-72156414	cPa260	Beta-like2	ERV-AB2.cPa260.1291-CamPar
RETROSEQ_chrZ:72172657-72172757	cPa541	Beta-like1	ERV-AB1.cPa541.44-CamPar
RETROSEQ_chrZ:72172851-72172951	cPa541	Beta-like1	ERV-AB1.cPa541.45-CamPar
RETROSEQ_chrZ:72172981-72173081	cPa130	Beta-like1	ERV-AB1.cPa130.41-CamPar
RETROSEQ_chrZ:72218861-72219017	cPa260	Beta-like2	ERV-AB2.cPa260.1292-CamPar
RETROSEQ_chrZ:72219023-72219187	cPa260	Beta-like2	ERV-AB2.cPa260.1293-CamPar
RETROSEQ_chrZ:72227687-72227787	cPa50	Beta-like1	ERV-AB1.cPa50.69-CamPar
RETROSEQ_chrZ:72245056-72245156	cPa260	Beta-like2	ERV-AB2.cPa260.1294-CamPar
RETROSEQ_chrZ:72250310-72250410	cPa390	Beta-like1	ERV-AB1.cPa390.53-CamPar
RETROSEQ_chrZ:72264542-72264642	cPa260	Beta-like2	ERV-AB2.cPa260.1295-CamPar
RETROSEQ_chrZ:72277974-72278173	cPa216	Beta-like1	ERV-AB1.cPa216.39-CamPar
RETROSEQ_chrZ:72343644-72343827	cPa260	Beta-like2	ERV-AB2.cPa260.1296-CamPar
RETROSEQ_chrZ:72343834-72343974	cPa260	Beta-like2	ERV-AB2.cPa260.1297-CamPar
RETROSEQ_chrZ:72425096-72425268	cPa260	Beta-like2	ERV-AB2.cPa260.1298-CamPar
RETROSEQ_chrZ:72458475-72458575	cPa260	Beta-like2	ERV-AB2.cPa260.1299-CamPar
RETROSEQ_chrZ:72458666-72458813	cPa260	Beta-like2	ERV-AB2.cPa260.1300-CamPar
RETROSEQ_chrZ:72471482-72471691	cPa260	Beta-like2	ERV-AB2.cPa260.1301-CamPar
RETROSEQ_chrZ:72486430-72486530	cPa260	Beta-like2	ERV-AB2.cPa260.1302-CamPar
RETROSEQ_chrZ:72530856-72530956	cPa260	Beta-like2	ERV-AB2.cPa260.1303-CamPar
RETROSEQ_chrZ:72561925-72562025	cPa260	Beta-like2	ERV-AB2.cPa260.1304-CamPar
RETROSEQ_chrZ:72562163-72562275	cPa260	Beta-like2	ERV-AB2.cPa260.1305-CamPar
RETROSEQ_chrZ:72587641-72587741	cPa363	Beta-like1	ERV-AB1.cPa363.863-CamPar
RETROSEQ_chrZ:72650066-72650166	cPa260	Beta-like2	ERV-AB2.cPa260.1306-CamPar
RETROSEQ_chrZ:72690584-72690988	cPa260	Beta-like2	ERV-AB2.cPa260.1307-CamPar
RETROSEQ_chrZ:72691035-72691135	cPa260	Beta-like2	ERV-AB2.cPa260.1308-CamPar
RETROSEQ_chrZ:72693331-72693431	cPa260	Beta-like2	ERV-AB2.cPa260.1309-CamPar
RETROSEQ_chrZ:72693478-72693578	cPa260	Beta-like2	ERV-AB2.cPa260.1310-CamPar
RETROSEQ_chrZ:72731147-72731286	cPa260	Beta-like2	ERV-AB2.cPa260.1311-CamPar
RETROSEQ_chrZ:72744400-72744500	cPa475	Gamma-like	ERV-GE.cPa475.39-CamPar
RETROSEQ_chrZ:72768368-72768468	cPa260	Beta-like2	ERV-AB2.cPa260.1312-CamPar
RETROSEQ_chrZ:72772261-72772600	cPa194	Beta-like1	ERV-AB1.cPa194.1006-CamPar
RETROSEQ_chrZ:72802722-72802832	cPa264	SnRV-like	ERV-S.cPa264.270-CamPar
RETROSEQ_chrZ:72806859-72806971	cPa140	SnRV-like	ERV-S.cPa140.2181-CamPar
RETROSEQ_chrZ:72813110-72813226	cPa194	Beta-like1	ERV-AB1.cPa194.1007-CamPar
RETROSEQ_chrZ:72813258-72813358	cPa194	Beta-like1	ERV-AB1.cPa194.1008-CamPar
RETROSEQ_chrZ:72813633-72813784	cPa194	Beta-like1	ERV-AB1.cPa194.1009-CamPar
RETROSEQ_chrZ:72813786-72814059	cPa194	Beta-like1	ERV-AB1.cPa194.1010-CamPar
RETROSEQ_chrZ:72890925-72891025	cPa563	Beta-like1	ERV-AB1.cPa563.38-CamPar
RETROSEQ_chrZ:72891431-72891531	cPa248	SnRV-like	ERV-S.cPa248.859-CamPar
RETROSEQ_chrZ:72958572-72958703	cPa224	Alpha-like	ERV-AB.cPa224.277-CamPar
RETROSEQ_chrZ:72963640-72963740	cPa475	Gamma-like	ERV-GE.cPa475.40-CamPar
RETROSEQ_chrZ:72994548-72994648	cPa486	Beta-like1	ERV-AB1.cPa486.191-CamPar
RETROSEQ_chrZ:73220131-73220231	cPa140	SnRV-like	ERV-S.cPa140.2182-CamPar
RETROSEQ_chrZ:73300165-73300265	cPa163	Alpha-like	ERV-AB.cPa163.293-CamPar
CNV_Scaffold1003:1-10500	cPa313	Beta-like2	ERV-AB2.cPa313.76-CamPar
RETROSEQ_Scaffold1003:6764-6864	cPa313	Beta-like2	ERV-AB2.cPa313.77-CamPar
RETROSEQ_Scaffold1005:7522-7622	cPa353	Beta-like2	ERV-AB2.cPa353.180-CamPar
RETROSEQ_Scaffold1005:9403-9503	cPa353	Beta-like2	ERV-AB2.cPa353.181-CamPar
RETROSEQ_Scaffold1005:9700-9800	cPa353	Beta-like2	ERV-AB2.cPa353.182-CamPar
RETROSEQ_Scaffold1009:5245-5346	FrMuLV_NC001362	Gamma	ERV-FrMuLV.15-CamPar
RETROSEQ_Scaffold1009:5356-5472	FrMuLV_NC001362	Gamma	ERV-FrMuLV.16-CamPar
RETROSEQ_Scaffold1009:5497-5597	FrMuLV_NC001362	Gamma	ERV-FrMuLV.17-CamPar
CNV_Scaffold1015:1501-8100	cPa15	SnRV-like	ERV-S.cPa15.336-CamPar
RETROSEQ_Scaffold1015:4750-4850	cPa264	SnRV-like	ERV-S.cPa264.271-CamPar
RETROSEQ_Scaffold1020:1551-1651	cPa575	Beta-like1	ERV-AB1.cPa575.10-CamPar
RETROSEQ_Scaffold1030:1682-1782	cPa379	Beta-like1	ERV-AB1.cPa379.171-CamPar
RETROSEQ_Scaffold1032:1691-1823	cPa447	Gamma-like	ERV-GE.cPa447.58-CamPar
RETROSEQ_Scaffold1032:2375-2587	cPa199	Beta-like2	ERV-AB2.cPa199.1183-CamPar
RETROSEQ_Scaffold1032:2785-2885	cPa199	Beta-like2	ERV-AB2.cPa199.1184-CamPar
RETROSEQ_Scaffold1032:3614-3714	cPa486	Beta-like1	ERV-AB1.cPa486.192-CamPar
RETROSEQ_Scaffold1032:4333-4433	cPa199	Beta-like2	ERV-AB2.cPa199.1185-CamPar
RETROSEQ_Scaffold1032:4478-4613	cPa353	Beta-like2	ERV-AB2.cPa353.183-CamPar
RETROSEQ_Scaffold1032:4671-4771	cPa353	Beta-like2	ERV-AB2.cPa353.184-CamPar
RETROSEQ_Scaffold1032:4847-4947	cPa381	Beta-like1	ERV-AB1.cPa381.115-CamPar
RETROSEQ_Scaffold1032:5032-5132	cPa353	Beta-like2	ERV-AB2.cPa353.185-CamPar
RETROSEQ_Scaffold1032:5439-5539	cPa353	Beta-like2	ERV-AB2.cPa353.186-CamPar
CNV_Scaffold1033:5701-9900	cPa196	Beta-like2	ERV-AB2.cPa196.27-CamPar
RETROSEQ_Scaffold1034:1028-1128	cPa140	SnRV-like	ERV-S.cPa140.2183-CamPar
RETROSEQ_Scaffold1036:585-685	cPa205	Gamma-like	ERV-GE.cPa205.165-CamPar
RETROSEQ_Scaffold1036:693-812	cPa61	Gamma-like	ERV-GE.cPa61.135-CamPar
RETROSEQ_Scaffold1036:2013-2113	cPa61	Gamma-like	ERV-GE.cPa61.136-CamPar
RETROSEQ_Scaffold1036:2141-2241	cPa205	Gamma-like	ERV-GE.cPa205.166-CamPar
RETROSEQ_Scaffold1038:6834-6934	cPa575	Beta-like1	ERV-AB1.cPa575.11-CamPar
RETROSEQ_Scaffold1045:5992-6266	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.315-CamPar
RETROSEQ_Scaffold1045:6278-6378	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.316-CamPar
RETROSEQ_Scaffold1045:7140-7240	cPa353	Beta-like2	ERV-AB2.cPa353.187-CamPar
RETROSEQ_Scaffold1045:7307-7460	cPa353	Beta-like2	ERV-AB2.cPa353.188-CamPar
RETROSEQ_Scaffold1045:7527-7627	cPa353	Beta-like2	ERV-AB2.cPa353.189-CamPar
RETROSEQ_Scaffold1054:4127-4227	cPa140	SnRV-like	ERV-S.cPa140.2184-CamPar
CNV_Scaffold1055:1-5700	cPa308	Beta-like2	ERV-AB2.cPa308.443-CamPar
RETROSEQ_Scaffold1055:6011-6239	cPa264	SnRV-like	ERV-S.cPa264.272-CamPar
RETROSEQ_Scaffold1055:7780-7880	cPa196	Beta-like2	ERV-AB2.cPa196.28-CamPar
RETROSEQ_Scaffold1055:7995-8309	cPa542	Beta-like1	ERV-AB1.cPa542.320-CamPar
RETROSEQ_Scaffold1059:7249-7349	cPa140	SnRV-like	ERV-S.cPa140.2185-CamPar
RETROSEQ_Scaffold1059:7409-7538	cPa140	SnRV-like	ERV-S.cPa140.2186-CamPar
RETROSEQ_Scaffold1073:1098-1198	cPa357	Gamma-like	ERV-GE.cPa357.97-CamPar
RETROSEQ_Scaffold1081:959-1245	cPa264	SnRV-like	ERV-S.cPa264.273-CamPar
RETROSEQ_Scaffold1081:2241-2341	cPa264	SnRV-like	ERV-S.cPa264.274-CamPar
RETROSEQ_Scaffold1081:2590-2819	cPa264	SnRV-like	ERV-S.cPa264.275-CamPar
RETROSEQ_Scaffold1081:3520-3620	cPa264	SnRV-like	ERV-S.cPa264.276-CamPar
RETROSEQ_Scaffold1081:3993-4093	cPa443	SnRV-like	ERV-S.cPa443.381-CamPar
RETROSEQ_Scaffold1081:4182-4346	cPa140	SnRV-like	ERV-S.cPa140.2187-CamPar
RETROSEQ_Scaffold1081:4807-4907	cPa15	SnRV-like	ERV-S.cPa15.337-CamPar
RETROSEQ_Scaffold1081:4991-5106	cPa15	SnRV-like	ERV-S.cPa15.338-CamPar
RETROSEQ_Scaffold1081:6752-6922	cPa447	Gamma-like	ERV-GE.cPa447.59-CamPar
RETROSEQ_Scaffold1081:7010-7114	cPa523	Beta-like1	ERV-AB1.cPa523.23-CamPar
RETROSEQ_Scaffold1084:1451-1551	cPa183	Beta-like1	ERV-AB1.cPa183.331-CamPar
RETROSEQ_Scaffold1086:7347-7447	cPa168	Gamma-like	ERV-GE.cPa168.60-CamPar
RETROSEQ_Scaffold1088:4648-4748	cPa478	Beta-like1	ERV-AB1.cPa478.22-CamPar
RETROSEQ_Scaffold1088:4772-4883	cPa478	Beta-like1	ERV-AB1.cPa478.23-CamPar
RETROSEQ_Scaffold1088:5637-5737	cPa583	Gamma-like	ERV-GE.cPa583.94-CamPar
CNV_Scaffold1091:1-9000	cPa273	Gamma-like	ERV-GE.cPa273.318-CamPar
RETROSEQ_Scaffold1093:6492-6662	PRIMA41_repbase_PRIMA41_MER41A	Gamma-like	ERV-PRIMA41.14-CamPar
CNV_Scaffold1100:1-8700	cPa391	Beta-like2	ERV-AB2.cPa391.1118-CamPar
RETROSEQ_Scaffold1101:4549-4881	cPa391	Beta-like2	ERV-AB2.cPa391.1119-CamPar
RETROSEQ_Scaffold1101:4883-4983	cPa391	Beta-like2	ERV-AB2.cPa391.1120-CamPar
RETROSEQ_Scaffold1105:2825-2925	HML3_repbase_HERVK9I_MER9	Beta-like	ERV-K(HML3).5-CamPar
RETROSEQ_Scaffold1105:3087-3203	HML3_repbase_HERVK9I_MER9	Beta-like	ERV-K(HML3).6-CamPar
RETROSEQ_Scaffold1106:7670-7770	cPa163	Alpha-like	ERV-AB.cPa163.294-CamPar
RETROSEQ_Scaffold1107:3750-4207	cPa381	Beta-like1	ERV-AB1.cPa381.116-CamPar
RETROSEQ_Scaffold1107:4741-4841	cPa199	Beta-like2	ERV-AB2.cPa199.1186-CamPar
RETROSEQ_Scaffold1107:4844-5153	cPa450	Gamma-like	ERV-GE.cPa450.860-CamPar
RETROSEQ_Scaffold1107:7448-7548	cPa199	Beta-like2	ERV-AB2.cPa199.1187-CamPar
RETROSEQ_Scaffold1108:1136-1236	cPa227	Gamma-like	ERV-GE.cPa227.168-CamPar
RETROSEQ_Scaffold1108:1441-1541	cPa227	Gamma-like	ERV-GE.cPa227.169-CamPar
RETROSEQ_Scaffold1108:1563-1746	cPa227	Gamma-like	ERV-GE.cPa227.170-CamPar
RETROSEQ_Scaffold1111:1642-1742	cPa61	Gamma-like	ERV-GE.cPa61.137-CamPar
RETROSEQ_Scaffold1111:5234-5334	cPa273	Gamma-like	ERV-GE.cPa273.319-CamPar
RETROSEQ_Scaffold1112:4150-4250	cPa446	Beta-like1	ERV-AB1.cPa446.137-CamPar
RETROSEQ_Scaffold1113:1178-1278	cPa199	Beta-like2	ERV-AB2.cPa199.1188-CamPar
RETROSEQ_Scaffold1113:1377-1543	cPa199	Beta-like2	ERV-AB2.cPa199.1189-CamPar
RETROSEQ_Scaffold1113:1597-1697	cPa199	Beta-like2	ERV-AB2.cPa199.1190-CamPar
RETROSEQ_Scaffold1113:1787-1894	cPa199	Beta-like2	ERV-AB2.cPa199.1191-CamPar
RETROSEQ_Scaffold1113:2150-2382	cPa199	Beta-like2	ERV-AB2.cPa199.1192-CamPar
RETROSEQ_Scaffold1113:3207-3881	cPa199	Beta-like2	ERV-AB2.cPa199.1193-CamPar
RETROSEQ_Scaffold1113:4738-5090	cPa199	Beta-like2	ERV-AB2.cPa199.1194-CamPar
RETROSEQ_Scaffold1113:5093-5373	cPa199	Beta-like2	ERV-AB2.cPa199.1195-CamPar
RETROSEQ_Scaffold1113:5421-5545	cPa333	Beta-like1	ERV-AB1.cPa333.268-CamPar
DELLY_Scaffold1113:5654-6710	cPa333	Beta-like1	ERV-AB1.cPa333.269-CamPar
RETROSEQ_Scaffold1113:6008-6132	cPa333	Beta-like1	ERV-AB1.cPa333.270-CamPar
RETROSEQ_Scaffold1113:6776-6895	cPa333	Beta-like1	ERV-AB1.cPa333.271-CamPar
RETROSEQ_Scaffold1113:7154-7254	cPa332	Beta-like2	ERV-AB2.cPa332.94-CamPar
RETROSEQ_Scaffold1114:2710-2810	cPa391	Beta-like2	ERV-AB2.cPa391.1121-CamPar
RETROSEQ_Scaffold1114:5058-5544	cPa391	Beta-like2	ERV-AB2.cPa391.1122-CamPar
RETROSEQ_Scaffold1119:4904-5004	cPa109	Gamma-like	ERV-GE.cPa109.248-CamPar
DELLY_Scaffold1120:291-4957	cPa163	Alpha-like	ERV-AB.cPa163.295-CamPar
RETROSEQ_Scaffold1120:2846-2946	cPa163	Alpha-like	ERV-AB.cPa163.296-CamPar
CNV_Scaffold1121:1-8400	cPa443	SnRV-like	ERV-S.cPa443.382-CamPar
RETROSEQ_Scaffold1121:461-598	cPa357	Gamma-like	ERV-GE.cPa357.98-CamPar
RETROSEQ_Scaffold1121:1276-1376	cPa140	SnRV-like	ERV-S.cPa140.2188-CamPar
RETROSEQ_Scaffold1121:2576-2873	cPa140	SnRV-like	ERV-S.cPa140.2189-CamPar
RETROSEQ_Scaffold1121:2938-3038	cPa248	SnRV-like	ERV-S.cPa248.860-CamPar
RETROSEQ_Scaffold1128:1553-1653	cPa14	Beta-like1	ERV-AB1.cPa14.125-CamPar
RETROSEQ_Scaffold1128:3626-3726	cPa555	Beta-like1	ERV-AB1.cPa555.30-CamPar
RETROSEQ_Scaffold1130:5375-5475	BaEV_D10032	Gamma	ERV-BaEV.8-CamPar
DELLY_Scaffold1134:2658-3076	cPa583	Gamma-like	ERV-GE.cPa583.95-CamPar
RETROSEQ_Scaffold1134:5503-5603	HERVHcons	Gamma-like	ERV-GE.cPaHcons.105-CamPar
RETROSEQ_Scaffold1141:4606-4725	cPa264	SnRV-like	ERV-S.cPa264.277-CamPar
RETROSEQ_Scaffold1146:6294-6394	cPa381	Beta-like1	ERV-AB1.cPa381.117-CamPar
RETROSEQ_Scaffold1162:4616-4716	cPa391	Beta-like2	ERV-AB2.cPa391.1123-CamPar
RETROSEQ_Scaffold1170:468-568	cPa447	Gamma-like	ERV-GE.cPa447.60-CamPar
RETROSEQ_Scaffold1170:1102-1397	cPa138	Beta-like1	ERV-AB1.cPa138.50-CamPar
RETROSEQ_Scaffold1170:6028-6128	CAEV_NC001463	Lenti	ERV-CAEV.44-CamPar
RETROSEQ_Scaffold1170:6220-6668	cPa332	Beta-like2	ERV-AB2.cPa332.95-CamPar
RETROSEQ_Scaffold1171:654-754	cPa363	Beta-like1	ERV-AB1.cPa363.864-CamPar
RETROSEQ_Scaffold1172:422-522	cPa264	SnRV-like	ERV-S.cPa264.278-CamPar
RETROSEQ_Scaffold1172:3656-3756	cPa472	Beta-like1	ERV-AB1.cPa472.23-CamPar
RETROSEQ_Scaffold1172:3883-3983	cPa447	Gamma-like	ERV-GE.cPa447.61-CamPar
CNV_Scaffold1176:1-7500	cPa452	Beta-like1	ERV-AB1.cPa452.1680-CamPar
CNV_Scaffold118:1-9900	cPa248	SnRV-like	ERV-S.cPa248.861-CamPar
DELLY_Scaffold118:12285-13047	cPa248	SnRV-like	ERV-S.cPa248.862-CamPar
RETROSEQ_Scaffold118:13473-13573	cPa264	SnRV-like	ERV-S.cPa264.279-CamPar
DELLY_Scaffold118:13668-19499	cPa248	SnRV-like	ERV-S.cPa248.863-CamPar
RETROSEQ_Scaffold118:14082-14233	cPa443	SnRV-like	ERV-S.cPa443.383-CamPar
RETROSEQ_Scaffold118:17627-17727	cPa264	SnRV-like	ERV-S.cPa264.280-CamPar
RETROSEQ_Scaffold118:18490-18590	cPa140	SnRV-like	ERV-S.cPa140.2190-CamPar
RETROSEQ_Scaffold1180:671-1235	cPa15	SnRV-like	ERV-S.cPa15.339-CamPar
RETROSEQ_Scaffold1180:1250-1350	cPa264	SnRV-like	ERV-S.cPa264.281-CamPar
RETROSEQ_Scaffold1180:2467-2670	cPa447	Gamma-like	ERV-GE.cPa447.62-CamPar
RETROSEQ_Scaffold1180:6172-6272	cPa353	Beta-like2	ERV-AB2.cPa353.190-CamPar
DELLY_Scaffold1186:1546-5916	cPa163	Alpha-like	ERV-AB.cPa163.297-CamPar
CNV_Scaffold1197:1-7200	cPa308	Beta-like2	ERV-AB2.cPa308.444-CamPar
RETROSEQ_Scaffold1204:1857-1957	PERV_AJ293656	Gamma	ERV-PERV.293-CamPar
CNV_Scaffold1222:1-6900	cPa308	Beta-like2	ERV-AB2.cPa308.445-CamPar
RETROSEQ_Scaffold1223:1096-1196	cPa452	Beta-like1	ERV-AB1.cPa452.1681-CamPar
RETROSEQ_Scaffold1223:1268-1368	cPa201	Gamma-like	ERV-GE.cPa201.235-CamPar
RETROSEQ_Scaffold1223:2073-2240	cPa163	Alpha-like	ERV-AB.cPa163.298-CamPar
RETROSEQ_Scaffold1228:3362-3991	cPa391	Beta-like2	ERV-AB2.cPa391.1124-CamPar
RETROSEQ_Scaffold1228:6207-6307	cPa381	Beta-like1	ERV-AB1.cPa381.118-CamPar
RETROSEQ_Scaffold1245:4615-4715	cPa224	Alpha-like	ERV-AB.cPa224.278-CamPar
RETROSEQ_Scaffold1248:2966-3066	HERV-I_repbase_HERVI_LTR10B	Gamma-like	ERV-HERVI.14-CamPar
RETROSEQ_Scaffold1248:3119-3219	HERV-I_repbase_HERVI_LTR10B	Gamma-like	ERV-HERVI.15-CamPar
RETROSEQ_Scaffold1249:4928-5074	cPa543	Beta-like1	ERV-AB1.cPa543.106-CamPar
RETROSEQ_Scaffold1255:3766-3866	SIV_NC001870	Lenti	ERV-SIV.22-CamPar
RETROSEQ_Scaffold1257:2541-2679	cPa15	SnRV-like	ERV-S.cPa15.340-CamPar
RETROSEQ_Scaffold1257:2736-3030	cPa248	SnRV-like	ERV-S.cPa248.864-CamPar
RETROSEQ_Scaffold1257:4245-4345	cPa478	Beta-like1	ERV-AB1.cPa478.24-CamPar
RETROSEQ_Scaffold126:3509-3609	BaEV_D10032	Gamma	ERV-BaEV.9-CamPar
RETROSEQ_Scaffold1266:4167-4409	cPa486	Beta-like1	ERV-AB1.cPa486.193-CamPar
RETROSEQ_Scaffold1266:4616-4716	cPa390	Beta-like1	ERV-AB1.cPa390.54-CamPar
RETROSEQ_Scaffold1266:4924-5024	cPa62	Gamma-like	ERV-GE.cPa62.43-CamPar
RETROSEQ_Scaffold1266:5285-5426	cPa390	Beta-like1	ERV-AB1.cPa390.55-CamPar
RETROSEQ_Scaffold1276:1438-1538	cPa61	Gamma-like	ERV-GE.cPa61.138-CamPar
RETROSEQ_Scaffold1277:1422-1616	cPa205	Gamma-like	ERV-GE.cPa205.167-CamPar
RETROSEQ_Scaffold1277:1650-1758	cPa205	Gamma-like	ERV-GE.cPa205.168-CamPar
RETROSEQ_Scaffold1277:1876-1995	cPa205	Gamma-like	ERV-GE.cPa205.169-CamPar
RETROSEQ_Scaffold1277:2577-2677	cPa61	Gamma-like	ERV-GE.cPa61.139-CamPar
RETROSEQ_Scaffold1277:4181-4300	cPa205	Gamma-like	ERV-GE.cPa205.170-CamPar
RETROSEQ_Scaffold1277:4310-4410	cPa205	Gamma-like	ERV-GE.cPa205.171-CamPar
RETROSEQ_Scaffold1277:4801-4901	cPa205	Gamma-like	ERV-GE.cPa205.172-CamPar
RETROSEQ_Scaffold1277:4976-5076	cPa61	Gamma-like	ERV-GE.cPa61.140-CamPar
RETROSEQ_Scaffold1279:1669-1922	cPa379	Beta-like1	ERV-AB1.cPa379.172-CamPar
RETROSEQ_Scaffold128:22128-22247	cPa61	Gamma-like	ERV-GE.cPa61.141-CamPar
RETROSEQ_Scaffold128:23610-23876	cPa327	Beta-like2	ERV-AB2.cPa327.119-CamPar
RETROSEQ_Scaffold1280:1815-1915	SIV_NC001549	Lenti	ERV-SIV.33-CamPar
RETROSEQ_Scaffold1280:1925-2055	cPa475	Gamma-like	ERV-GE.cPa475.41-CamPar
RETROSEQ_Scaffold1286:4574-4687	cPa308	Beta-like2	ERV-AB2.cPa308.446-CamPar
RETROSEQ_Scaffold1289:3392-3597	HERV-I_repbase_HERVI_LTR10B	Gamma-like	ERV-HERVI.16-CamPar
RETROSEQ_Scaffold1289:3612-4094	HERV-I_repbase_HERVI_LTR10B	Gamma-like	ERV-HERVI.17-CamPar
RETROSEQ_Scaffold129:4088-4188	cPa224	Alpha-like	ERV-AB.cPa224.279-CamPar
RETROSEQ_Scaffold129:17276-17376	cPa248	SnRV-like	ERV-S.cPa248.865-CamPar
CNV_Scaffold1294:301-5400	cPa353	Beta-like2	ERV-AB2.cPa353.191-CamPar
RETROSEQ_Scaffold1295:4551-4772	HERV-I_repbase_HERVI_LTR10B	Gamma-like	ERV-HERVI.18-CamPar
RETROSEQ_Scaffold1295:5043-5143	HERV-I_repbase_HERVI_LTR10B	Gamma-like	ERV-HERVI.19-CamPar
RETROSEQ_Scaffold1298:3650-3760	CAEV_NC001463	Lenti	ERV-CAEV.45-CamPar
RETROSEQ_Scaffold1299:977-1077	cPa109	Gamma-like	ERV-GE.cPa109.249-CamPar
RETROSEQ_Scaffold1299:3136-3257	cPa353	Beta-like2	ERV-AB2.cPa353.192-CamPar
RETROSEQ_Scaffold1299:3848-4016	HTLV2_M10060	Delta	ERV-HTLV2.8-CamPar
RETROSEQ_Scaffold1299:4023-4125	cPa163	Alpha-like	ERV-AB.cPa163.299-CamPar
RETROSEQ_Scaffold1299:4321-4421	cPa61	Gamma-like	ERV-GE.cPa61.142-CamPar
RETROSEQ_Scaffold130:19039-19139	PERVC_HM159246	Gamma	ERV-PERVC.61-CamPar
RETROSEQ_Scaffold130:19220-19330	PERVC_HM159246	Gamma	ERV-PERVC.62-CamPar
RETROSEQ_Scaffold130:19389-19502	PERVC_HM159246	Gamma	ERV-PERVC.63-CamPar
RETROSEQ_Scaffold1301:1047-1147	cPa353	Beta-like2	ERV-AB2.cPa353.193-CamPar
RETROSEQ_Scaffold1310:2963-3070	cPa109	Gamma-like	ERV-GE.cPa109.250-CamPar
RETROSEQ_Scaffold1310:3448-3776	cPa391	Beta-like2	ERV-AB2.cPa391.1125-CamPar
RETROSEQ_Scaffold1310:3993-4093	cPa478	Beta-like1	ERV-AB1.cPa478.25-CamPar
RETROSEQ_Scaffold1310:4646-4954	PERVA_AY099323	Gamma	ERV-PERVA.1-CamPar
RETROSEQ_Scaffold1310:5055-5160	cPa447	Gamma-like	ERV-GE.cPa447.63-CamPar
RETROSEQ_Scaffold1315:5541-5641	cPa199	Beta-like2	ERV-AB2.cPa199.1196-CamPar
RETROSEQ_Scaffold1316:600-723	cPa353	Beta-like2	ERV-AB2.cPa353.194-CamPar
RETROSEQ_Scaffold1316:5545-5734	cPa152	Gamma-like	ERV-GE.cPa152.30-CamPar
RETROSEQ_Scaffold1337:3569-3768	SIV_NC001870	Lenti	ERV-SIV.23-CamPar
RETROSEQ_Scaffold1337:4660-4760	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.317-CamPar
RETROSEQ_Scaffold1344:1564-2099	cPa546	Beta-like1	ERV-AB1.cPa546.18-CamPar
RETROSEQ_Scaffold1344:3546-3795	cPa332	Beta-like2	ERV-AB2.cPa332.96-CamPar
RETROSEQ_Scaffold1348:1283-1383	cPa381	Beta-like1	ERV-AB1.cPa381.119-CamPar
RETROSEQ_Scaffold1351:4571-4671	cPa302	Beta-like1	ERV-AB1.cPa302.62-CamPar
CNV_Scaffold1359:1-5400	cPa205	Gamma-like	ERV-GE.cPa205.173-CamPar
RETROSEQ_Scaffold136:153394-153616	cPa358	Gamma-like	ERV-GE.cPa358.55-CamPar
RETROSEQ_Scaffold136:247472-247572	cPa360	Alpha-like	ERV-AB.cPa360.30-CamPar
RETROSEQ_Scaffold136:251595-251785	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.318-CamPar
RETROSEQ_Scaffold136:252017-252117	HERV-XA34_repbase_HERVFH21I_LTR21A	Gamma-like	ERV-HERVXA34.319-CamPar
RETROSEQ_Scaffold136:252639-252877	cPa62	Gamma-like	ERV-GE.cPa62.44-CamPar
