locus,erv.assigned,erv.assigned.freq,n.erv.called,actual.stop,actual.start,all.hits.ervs,all.hits.counts,locus.width,mapped.width
Scaffold1749-62114_62359,cPa75,0.608695652173913,3,62307,62121,cPa75_cPa75-cPa272-hybrid_cPa75-unknown,14_1_8,245,186
Scaffold1749-62684_62786,cPa62,0.666666666666667,4,62743,62717,cPa62_cPa75-cPa109-hybrid_cPa75-cPa254-hybrid_cPa75-cPa62-hybrid,6_1_1_1,102,26
Scaffold175-22474_22576,cPa356_cPa428,0.5,2,22524,22524,cPa356_cPa428,1_1,102,0
Scaffold175-25545_25666,cPa356,0.555555555555556,2,25616,25583,cPa356_cPa428,5_4,121,33
Scaffold1750-10297_10425,cPa75,1,1,10399,10347,cPa75,5,128,52
Scaffold1750-11022_11349,cPa75,0.666666666666667,2,11335,11072,cPa356_cPa75,2_4,327,263
Scaffold1750-11673_11775,cPa75,1,1,11723,11723,cPa75,1,102,0
Scaffold1750-2659_3086,cPa182,0.377777777777778,9,3034,2701,cPa182_cPa447_cPa75_cPa75-ALVJ_Z46390-hybrid_cPa75-cPa182-hybrid_cPa75-cPa360-hybrid_cPa75-cPa447-hybrid_cPa75-cPa62-hybrid_cPa75-unknown,17_1_2_1_12_1_3_1_7,427,333
Scaffold1750-7072_7208,cPa75,1,1,7156,7122,cPa75,2,136,34
Scaffold1750-7244_7346,cPa75,1,1,7294,7294,cPa75,1,102,0
Scaffold1750-9977_10103,cPa75,1,1,10060,10027,cPa75,4,126,33
Scaffold1751-24843_24945,cPa360,1,1,24893,24893,cPa360,1,102,0
Scaffold1751-2762_3008,cPa75-cPa544-hybrid,0.444444444444444,4,3003,2773,cPa544_cPa75_cPa75-cPa544-hybrid_cPa75-unknown,1_3_4_1,246,230
Scaffold1751-3050_3152,cPa75_cPa75-unknown,0.5,2,3103,3100,cPa75_cPa75-unknown,1_1,102,3
Scaffold1751-7907_8009,cPa381-cPa360-hybrid,1,1,7957,7957,cPa381-cPa360-hybrid,1,102,0
Scaffold1751-9640_9742,cPa75,1,1,9690,9690,cPa75,1,102,0
Scaffold1752-109835_109937,cPa62,0.5,4,109885,109837,cPa119-cPa62-hybrid_cPa62_WDSV_NC001867_WDSV_NC001867-cPa62-hybrid,1_4_2_1,102,48
Scaffold1752-115874_116148,cPa434,1,1,116148,115904,cPa434,79,274,244
Scaffold1752-125597_125699,cPa62,1,1,125647,125647,cPa62,1,102,0
Scaffold1752-12676_12778,cPa75,1,1,12726,12726,cPa75,1,102,0
Scaffold1752-12786_12888,cPa75,1,1,12836,12836,cPa75,1,102,0
Scaffold1752-129225_129409,cPa285,0.358208955223881,13,129371,129225,cPa254_cPa254-cPa285-hybrid_cPa254-cPa345-hybrid_cPa254-cPa62-hybrid_cPa254-unknown_cPa272_cPa285_cPa285-cPa254-hybrid_cPa285-cPa345-hybrid_cPa285-cPa62-hybrid_cPa285-unknown_cPa345_cPa62,20_1_1_1_4_1_24_6_2_1_4_1_1,184,146
Scaffold1752-13188_13389,cPa75,1,1,13337,13238,cPa75,12,201,99
Scaffold1752-136843_136945,cPa425,0.294117647058824,9,136945,136852,cPa174_cPa174-cPa404-hybrid_cPa174-cPa47-hybrid_cPa174-unknown_cPa254_cPa404_cPa404-cPa47-hybrid_cPa425_cPa47,1_1_2_2_3_1_1_5_1,102,93
Scaffold1752-160774_160876,cPa75,1,1,160824,160810,cPa75,3,102,14
Scaffold1752-161027_161129,cPa75,1,1,161077,161077,cPa75,1,102,0
Scaffold1752-163574_163676,cPa428,0.475,4,163676,163621,cPa356_cPa356-unknown_cPa428_cPa428-unknown,5_10_19_6,102,55
Scaffold1752-163764_163943,cPa356-unknown,0.375,4,163895,163814,cPa356_cPa356-unknown_cPa428_cPa428-unknown,2_12_10_8,179,81
Scaffold1752-167292_167394,cPa75,1,1,167342,167342,cPa75,1,102,0
Scaffold1752-167447_167549,cPa75,1,1,167497,167497,cPa75,1,102,0
Scaffold1752-17044_17167,cPa75,1,1,17115,17094,cPa75,3,123,21
Scaffold1752-17298_17503,cPa75,1,1,17451,17348,cPa75,18,205,103
Scaffold1752-17556_17808,cPa75,1,1,17756,17606,cPa75,13,252,150
Scaffold1752-175706_176840,cPa75,0.981481481481482,2,176788,175756,cPa194-cPa75-hybrid_cPa75,1_53,1134,1032
Scaffold1752-176845_177072,cPa75,1,1,177020,176895,cPa75,3,227,125
Scaffold1752-177210_177312,cPa75,1,1,177305,177231,cPa75,8,102,74
Scaffold1752-17912_18061,cPa75,1,1,18009,17962,cPa75,2,149,47
Scaffold1752-182244_182346,cPa308-cPa75-hybrid,1,1,182294,182294,cPa308-cPa75-hybrid,1,102,0
Scaffold1752-183513_183615,cPa75,1,1,183563,183563,cPa75,1,102,0
Scaffold1752-183632_183734,cPa75,1,1,183682,183682,cPa75,1,102,0
Scaffold1752-185935_186383,cPa75,1,1,186350,185969,cPa75,29,448,381
Scaffold1752-188359_188533,cPa75,1,1,188481,188409,cPa75,2,174,72
Scaffold1752-188868_188986,cPa75,1,1,188937,188918,cPa75,3,118,19
Scaffold1752-189013_189348,cPa75,1,1,189296,189063,cPa75,10,335,233
Scaffold1752-189357_189634,cPa75,1,1,189582,189407,cPa75,5,277,175
Scaffold1752-189843_190169,cPa75,1,1,190117,189893,cPa75,6,326,224
Scaffold1752-19030_19132,cPa75,1,1,19080,19080,cPa75,1,102,0
Scaffold1752-194999_195168,cPa75,1,1,195116,195018,cPa75,9,169,98
Scaffold1752-195190_195292,cPa75,1,1,195240,195231,cPa75,3,102,9
Scaffold1752-195293_195395,cPa75,1,1,195345,195343,cPa75,2,102,2
Scaffold1752-195457_195870,cPa75,1,1,195837,195507,cPa75,22,413,330
Scaffold1752-195931_196405,cPa75,1,1,196383,195981,cPa75,31,474,402
Scaffold1752-196516_196618,cPa75,1,1,196577,196544,cPa75,8,102,33
Scaffold1752-196641_196829,cPa75,1,1,196798,196657,cPa75,8,188,141
Scaffold1752-198551_198706,cPa75,1,1,198654,198601,cPa75,2,155,53
Scaffold1752-198999_199101,cPa75,1,1,199049,199049,cPa75,1,102,0
Scaffold1752-23675_23777,cPa75,1,1,23725,23725,cPa75,1,102,0
Scaffold1752-34054_34156,cPa75,1,1,34104,34055,cPa75,2,102,49
Scaffold1752-34168_34520,cPa75,1,1,34473,34218,cPa75,18,352,255
Scaffold1752-37437_37539,cPa75,1,1,37516,37487,cPa75,2,102,29
Scaffold1752-37585_37791,cPa75,1,1,37739,37601,cPa75,5,206,138
Scaffold1752-37864_37966,cPa75,1,1,37914,37914,cPa75,1,102,0
Scaffold1752-38000_38102,cPa75,1,1,38059,38050,cPa75,2,102,9
Scaffold1752-3804_4024,cPa428,0.583333333333333,4,4018,3827,cPa356_cPa356-unknown_cPa428_cPa428-unknown,12_1_21_2,220,191
Scaffold1752-39142_39244,cPa75,1,1,39192,39192,cPa75,1,102,0
Scaffold1752-39687_39789,cPa285-cPa75-hybrid,1,1,39737,39737,cPa285-cPa75-hybrid,1,102,0
Scaffold1752-39811_40110,cPa75,0.666666666666667,2,40058,39861,cPa285-cPa75-hybrid_cPa75,2_4,299,197
Scaffold1752-40179_40281,cPa75_WDSV_NC001867,0.5,2,40229,40187,cPa75_WDSV_NC001867,1_1,102,42
Scaffold1752-4049_4151,cPa428,0.5,3,4104,4070,cPa356_cPa428_cPa428-unknown,2_3_1,102,34
Scaffold1752-42007_42109,cPa75,1,1,42057,42017,cPa75,5,102,40
Scaffold1752-57082_57255,cPa62_WDSV_NC001867,0.333333333333333,6,57217,57123,cPa119_cPa62_cPa62-unknown_cPa62-WDSV_NC001867-hybrid_WDSV_NC001867_WDSV_NC001867-unknown,1_9_5_2_9_1,173,94
Scaffold1752-57340_57442,WDSV_NC001867,1,1,57390,57390,WDSV_NC001867,1,102,0
Scaffold1752-57850_58021,cPa62,0.846153846153846,2,58020,57866,cPa62_WDSV_NC001867,11_2,171,154
Scaffold1752-58325_58427,cPa62,1,1,58375,58375,cPa62,1,102,0
Scaffold1752-58489_58591,cPa62,1,1,58539,58539,cPa62,1,102,0
Scaffold1752-61501_61603,cPa199,0.833333333333333,2,61579,61521,cPa199_cPa199-unknown,5_1,102,58
Scaffold1752-61760_61868,cPa199,0.916666666666667,2,61816,61761,cPa199_cPa482,11_1,108,55
Scaffold1752-7886_7988,cPa75,1,1,7936,7936,cPa75,1,102,0
Scaffold1752-8618_8720,cPa75,1,1,8668,8668,cPa75,1,102,0
Scaffold1752-8744_8846,cPa75,1,1,8794,8794,cPa75,1,102,0
Scaffold1752-9012_9114,cPa75,1,1,9062,9062,cPa75,1,102,0
Scaffold1752-90773_91097,cPa434,1,1,91045,90799,cPa434,121,324,246
Scaffold1753-11208_11310,cPa163,1,1,11258,11258,cPa163,1,102,0
Scaffold1753-113314_113508,cPa75,1,1,113456,113364,cPa75,4,194,92
Scaffold1753-113525_113627,cPa75,1,1,113575,113575,cPa75,1,102,0
Scaffold1753-113714_113890,cPa75,1,1,113838,113764,cPa75,5,176,74
Scaffold1753-119474_119608,cPa75,1,1,119556,119524,cPa75,3,134,32
Scaffold1753-128124_128226,cPa75,1,1,128174,128174,cPa75,1,102,0
Scaffold1753-134254_134356,cPa75-cPa62-hybrid,1,1,134304,134304,cPa75-cPa62-hybrid,1,102,0
Scaffold1753-134376_134478,cPa75-cPa62-hybrid,1,1,134426,134426,cPa75-cPa62-hybrid,1,102,0
Scaffold1753-136999_137101,cPa75,1,1,137049,137049,cPa75,1,102,0
Scaffold1753-137195_138000,cPa75,1,1,137948,137245,cPa75,18,805,703
Scaffold1753-13995_14097,cPa75-unknown,1,1,14045,14045,cPa75-unknown,1,102,0
Scaffold1753-140920_141115,cPa75,1,1,141066,140964,cPa75,4,195,102
Scaffold1753-143416_143627,cPa75-cPa62-hybrid,1,1,143575,143466,cPa75-cPa62-hybrid,4,211,109
Scaffold1753-143787_143911,cPa75-cPa62-hybrid,1,1,143859,143837,cPa75-cPa62-hybrid,2,124,22
Scaffold1753-144173_144363,cPa75-cPa62-hybrid,1,1,144311,144223,cPa75-cPa62-hybrid,2,190,88
Scaffold1753-149877_150056,cPa75,1,1,150004,149927,cPa75,2,179,77
Scaffold1753-150077_150208,cPa75,1,1,150156,150127,cPa75,2,131,29
Scaffold1753-150224_150326,cPa75,1,1,150274,150274,cPa75,1,102,0
Scaffold1753-150337_150467,cPa75,1,1,150415,150387,cPa75,3,130,28
Scaffold1753-150505_150719,cPa75,1,1,150667,150555,cPa75,5,214,112
Scaffold1753-150788_150890,cPa75,1,1,150838,150838,cPa75,1,102,0
Scaffold1753-151084_151208,cPa75,1,1,151156,151134,cPa75,2,124,22
Scaffold1753-160538_160640,cPa75,1,1,160599,160588,cPa75,2,102,11
Scaffold1753-160805_161318,cPa75,0.916666666666667,2,161266,160855,cPa75_cPa75-unknown,11_1,513,411
Scaffold1753-167860_167962,cPa486_cPa75-cPa381-hybrid,0.5,2,167921,167910,cPa486_cPa75-cPa381-hybrid,1_1,102,11
Scaffold1753-168057_168159,cPa75-cPa486-hybrid_cPa75-cPa62-hybrid,0.5,2,168107,168069,cPa75-cPa486-hybrid_cPa75-cPa62-hybrid,1_1,102,38
Scaffold1753-17479_17581,cPa75,1,1,17529,17529,cPa75,1,102,0
Scaffold1753-17762_17864,cPa75,1,1,17812,17812,cPa75,1,102,0
Scaffold1753-18325_18455,cPa75,1,1,18403,18375,cPa75,2,130,28
Scaffold1753-194102_194204,cPa285,1,1,194152,194152,cPa285,1,102,0
Scaffold1753-201662_201764,cPa75-unknown,1,1,201712,201712,cPa75-unknown,1,102,0
Scaffold1753-201851_201953,cPa75,1,1,201901,201901,cPa75,1,102,0
Scaffold1753-201984_202212,cPa75,1,1,202160,202034,cPa75,4,228,126
Scaffold1753-202439_202541,cPa75,1,1,202489,202489,cPa75,1,102,0
Scaffold1753-215680_215782,cPa75,1,1,215730,215730,cPa75,1,102,0
Scaffold1753-215985_216135,cPa75,1,1,216083,216022,cPa75,4,150,61
Scaffold1753-216149_216287,cPa75,1,1,216235,216199,cPa75,2,138,36
Scaffold1753-216362_216549,cPa75,1,1,216497,216412,cPa75,3,187,85
Scaffold1753-216599_216701,cPa75,1,1,216649,216649,cPa75,1,102,0
Scaffold1753-22343_22445,cPa75,1,1,22393,22393,cPa75,1,102,0
Scaffold1753-225366_225468,cPa223-cPa285-hybrid,1,1,225416,225416,cPa223-cPa285-hybrid,1,102,0
Scaffold1753-23229_23331,cPa75,1,1,23279,23279,cPa75,1,102,0
Scaffold1753-238750_238852,cPa285,1,1,238800,238800,cPa285,1,102,0
Scaffold1753-250807_250910,cPa75,1,1,250858,250857,cPa75,2,103,1
Scaffold1753-250917_251104,cPa75,1,1,251052,250967,cPa75,2,187,85
Scaffold1753-251215_251344,cPa75,1,1,251292,251265,cPa75,2,129,27
Scaffold1753-268031_268221,cPa75_cPa75-cPa224-hybrid,0.5,2,268169,268081,cPa75_cPa75-cPa224-hybrid,1_1,190,88
Scaffold1753-268261_268363,cPa285-cPa75-hybrid_cPa75,0.5,2,268312,268311,cPa285-cPa75-hybrid_cPa75,1_1,102,1
Scaffold1753-271202_271352,cPa62,1,1,271300,271252,cPa62,2,150,48
Scaffold1753-27458_27631,cPa75,1,1,27581,27508,cPa75,34,173,73
Scaffold1753-27680_27929,cPa75,1,1,27877,27717,cPa75,5,249,160
Scaffold1753-277171_277571,cPa75,1,1,277520,277221,cPa75,21,400,299
Scaffold1753-277616_277718,cPa75,1,1,277666,277666,cPa75,1,102,0
Scaffold1753-27933_28035,cPa75,1,1,28001,27983,cPa75,2,102,18
Scaffold1753-281696_281875,cPa75,1,1,281823,281746,cPa75,3,179,77
Scaffold1753-281929_282309,cPa75,1,1,282257,281979,cPa75,15,380,278
Scaffold1753-282316_282461,cPa75,1,1,282409,282366,cPa75,2,145,43
Scaffold1753-282478_282580,cPa75,1,1,282528,282528,cPa75,1,102,0
Scaffold1753-282693_282795,cPa75,1,1,282743,282743,cPa75,1,102,0
Scaffold1753-289081_289373,cPa75,1,1,289321,289131,cPa75,12,292,190
Scaffold1753-289375_289483,cPa75,1,1,289431,289425,cPa75,2,108,6
Scaffold1753-289555_289866,cPa75,1,1,289814,289605,cPa75,11,311,209
Scaffold1753-289954_290056,cPa75,1,1,290004,289956,cPa75,2,102,48
Scaffold1753-305993_306095,ALVJ_Z46390-unknown,1,1,306043,306043,ALVJ_Z46390-unknown,1,102,0
Scaffold1753-329581_329820,cPa75,0.6,2,329768,329631,cPa75_cPa75-unknown,3_2,239,137
Scaffold1753-329864_329966,cPa75-unknown,1,1,329914,329914,cPa75-unknown,1,102,0
Scaffold1753-330141_330454,cPa75,1,1,330402,330191,cPa75,9,313,211
Scaffold1753-330682_330840,cPa75,1,1,330788,330711,cPa75,8,158,77
Scaffold1753-333220_333322,cPa62-unknown,1,1,333270,333270,cPa62-unknown,1,102,0
Scaffold1753-341041_341143,cPa75,1,1,341091,341091,cPa75,1,102,0
Scaffold1753-341249_341437,WDSV_NC001867,0.533333333333333,4,341437,341299,cPa119_cPa381_WDSV_NC001867_WDSV_NC001867-cPa381-hybrid,1_5_8_1,188,138
Scaffold1753-48396_48498,cPa285,1,1,48446,48446,cPa285,1,102,0
Scaffold1753-49378_49480,cPa75,1,1,49428,49428,cPa75,1,102,0
Scaffold1753-49501_49742,cPa75,1,1,49720,49551,cPa75,8,241,169
Scaffold1753-49745_50053,cPa75,1,1,50001,49770,cPa75,12,308,231
Scaffold1753-50201_50314,cPa75,1,1,50262,50251,cPa75,4,113,11
Scaffold1753-50955_51139,cPa75,1,1,51087,51005,cPa75,3,184,82
Scaffold1753-54823_54995,cPa75,1,1,54943,54873,cPa75,2,172,70
Scaffold1753-55109_55227,cPa75,1,1,55175,55159,cPa75,2,118,16
Scaffold1753-55422_55524,cPa75,1,1,55472,55472,cPa75,1,102,0
Scaffold1753-5745_5847,cPa75,1,1,5795,5795,cPa75,3,102,0
Scaffold1753-57760_57862,cPa75,1,1,57810,57810,cPa75,1,102,0
Scaffold1753-57901_58649,cPa75,1,1,58597,57951,cPa75,54,748,646
Scaffold1753-58732_58834,cPa75,1,1,58782,58782,cPa75,1,102,0
Scaffold1753-59318_59420,cPa75,1,1,59368,59368,cPa75,1,102,0
Scaffold1753-65309_65411,cPa360-cPa75-hybrid,1,1,65359,65359,cPa360-cPa75-hybrid,1,102,0
Scaffold1753-81568_81756,cPa75,0.833333333333333,2,81705,81618,cPa526-cPa75-hybrid_cPa75,1_5,188,87
Scaffold1753-81969_82071,cPa526-cPa75-hybrid,1,1,82019,82019,cPa526-cPa75-hybrid,1,102,0
Scaffold1754-18023_18131,cPa74,0.75,2,18119,18063,cPa392_cPa74,3_9,108,56
Scaffold1754-18154_18256,cPa392,0.529411764705882,3,18249,18162,cPa392_cPa402_cPa74,9_1_7,102,87
Scaffold1754-18275_18454,cPa392,0.435897435897436,6,18430,18290,cPa392_cPa402_cPa402-cPa74-hybrid_cPa402-unknown_cPa419_cPa74,17_4_1_1_1_15,179,140
Scaffold1754-19700_19802,cPa402,1,1,19750,19750,cPa402,1,102,0
Scaffold1754-21257_21359,cPa402,1,1,21307,21307,cPa402,1,102,0
Scaffold1754-21360_21462,cPa402_cPa75-cPa402-hybrid,0.5,2,21410,21410,cPa402_cPa75-cPa402-hybrid,1_1,102,0
Scaffold1754-21506_21608,cPa402,1,1,21556,21556,cPa402,1,102,0
Scaffold1755-14971_15074,cPa74-cPa107-hybrid,0.666666666666667,2,15023,15021,cPa381-cPa107-hybrid_cPa74-cPa107-hybrid,1_2,103,2
Scaffold1755-16919_17464,cPa74,0.39873417721519,21,17416,16918,cPa199_cPa199-cPa345-hybrid_cPa199-cPa581-hybrid_cPa199-cPa62-hybrid_cPa199-HERV-XA34_repbase_HERVFH21I_LTR21A-hybrid_cPa199-HML5_repbase_HERVK22I_LTR22-hybrid_cPa199-unknown_cPa268-cPa254-hybrid_cPa268-cPa62-hybrid_cPa371-cPa107-hybrid_cPa371-cPa174-hybrid_cPa371-cPa581-hybrid_cPa392_cPa392-unknown_cPa402_cPa452-cPa345-hybrid_cPa71-cPa345-hybrid_cPa74_cPa74-cPa392-hybrid_HERV-W_repbase_HERV17_LTR17-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17-HERV-XA34_repbase_HERVFH21I_LTR21A-hybrid,2_1_1_1_1_1_3_1_1_1_1_1_16_1_58_1_1_63_1_1_1,545,498
Scaffold1755-17519_18190,cPa74,0.355932203389831,12,18187,17522,cPa174_cPa199_cPa199-cPa254-hybrid_cPa199-cPa285-hybrid_cPa392_cPa402_cPa402-cPa392-hybrid_cPa419_cPa419-cPa581-hybrid_cPa47_cPa74_cPa75,1_2_1_1_71_69_1_3_1_1_84_1,671,665
Scaffold1755-18953_19055,cPa402,0.4,3,19055,18986,cPa392_cPa402_cPa74,9_12_9,102,69
Scaffold1755-19191_19293,cPa392,0.524590163934426,4,19293,19196,cPa392_cPa402_cPa419_cPa74,32_5_1_23,102,97
Scaffold1755-19435_19695,cPa392,0.450381679389313,7,19688,19434,cPa392_cPa402_cPa452_cPa539_cPa566-cPa174-hybrid_cPa581-cPa452-hybrid_cPa74,59_37_1_1_1_1_31,260,254
Scaffold1755-20504_20606,cPa392,0.523809523809524,4,20606,20525,cPa392_cPa402_cPa419_cPa74,22_9_2_9,102,81
Scaffold1755-20616_20718,cPa402,0.405405405405405,3,20717,20618,cPa392_cPa402_cPa74,11_15_11,102,99
Scaffold1755-21705_21844,cPa402,0.394736842105263,5,21840,21704,cPa163-unknown_cPa391-unknown_cPa392_cPa402_cPa74,1_1_15_30_29,139,136
Scaffold1755-22772_22874,cPa402,0.666666666666667,3,22851,22802,cPa402_cPa74_cPa75-unknown,6_2_1,102,49
Scaffold1755-23730_23832,cPa402_cPa75-unknown,0.5,2,23782,23780,cPa402_cPa75-unknown,1_1,102,2
Scaffold1755-24849_24951,cPa402_cPa74,0.5,2,24899,24899,cPa402_cPa74,1_1,102,0
Scaffold1755-25017_25119,cPa402,0.666666666666667,2,25085,25064,cPa402_cPa74,2_1,102,21
Scaffold1755-2518_2620,cPa152-cPa339-hybrid_cPa290-cPa339-hybrid_cPa339_cPa390_cPa505-cPa339-hybrid_cPa515_cPa540,0.142857142857143,7,2568,2540,cPa152-cPa339-hybrid_cPa290-cPa339-hybrid_cPa339_cPa390_cPa505-cPa339-hybrid_cPa515_cPa540,1_1_1_1_1_1_1,102,28
Scaffold1755-31246_31348,cPa75,1,1,31306,31275,cPa75,5,102,31
Scaffold1755-34033_34135,cPa75,1,1,34083,34083,cPa75,1,102,0
Scaffold1755-40267_40369,cPa363_cPa452,0.285714285714286,5,40339,40286,cPa176-cPa118-hybrid_cPa363_cPa452_cPa452-cPa363-hybrid_cPa71,1_2_2_1_1,102,53
Scaffold1755-40675_40797,cPa333,0.481481481481481,7,40745,40678,cPa15-cPa568-hybrid_cPa333_cPa333-cPa118-hybrid_cPa333-cPa50-hybrid_cPa333-cPa568-hybrid_cPa371-cPa50-hybrid_cPa568,1_13_2_5_2_3_1,122,67
Scaffold1755-42610_42712,cPa15-cPa450-hybrid,1,1,42660,42660,cPa15-cPa450-hybrid,1,102,0
Scaffold1755-43340_43442,cPa450,1,1,43390,43390,cPa450,1,102,0
Scaffold1755-43489_43610,cPa199-cPa450-hybrid,0.5,3,43569,43539,cPa15-cPa450-hybrid_cPa199_cPa199-cPa450-hybrid,1_1_2,121,30
Scaffold1755-44530_44643,cPa199,0.5,4,44602,44566,cPa199_cPa199-cPa313-hybrid_cPa199-unknown_cPa313,3_1_1_1,113,36
Scaffold1755-44744_44846,cPa199-cPa229-hybrid,1,1,44794,44794,cPa199-cPa229-hybrid,1,102,0
Scaffold1755-46522_46624,cPa188-BaEV_D10032-hybrid_cPa339-BaEV_D10032-hybrid,0.5,2,46598,46572,cPa188-BaEV_D10032-hybrid_cPa339-BaEV_D10032-hybrid,1_1,102,26
Scaffold1755-51638_51792,cPa357-cPa118-hybrid_cPa502-cPa118-hybrid_cPa62,0.333333333333333,3,51740,51688,cPa357-cPa118-hybrid_cPa502-cPa118-hybrid_cPa62,1_1_1,154,52
Scaffold1755-52583_52716,cPa15_cPa357-cPa118-hybrid_cPa357-cPa125-hybrid,0.333333333333333,3,52670,52633,cPa15_cPa357-cPa118-hybrid_cPa357-cPa125-hybrid,1_1_1,133,37
Scaffold1755-54909_55011,cPa333-cPa75-hybrid,1,1,54959,54957,cPa333-cPa75-hybrid,2,102,2
Scaffold1755-62155_62273,cPa75,0.875,2,62221,62205,cPa75_cPa75-unknown,7_1,118,16
Scaffold1755-86433_86535,cPa402,0.666666666666667,2,86483,86482,cPa402_cPa74,2_1,102,1
Scaffold1755-9292_9394,cPa345,1,1,9357,9321,cPa345,9,102,36
Scaffold1756-14192_14295,cPa425,0.5,3,14274,14242,cPa390-cPa425-hybrid_cPa425_cPa425-cPa287-hybrid,1_2_1,103,32
Scaffold1756-16814_16916,cPa390_cPa390-unknown,0.5,2,16864,16855,cPa390_cPa390-unknown,1_1,102,9
Scaffold1756-6994_7096,cPa260,0.5,3,7044,7038,cPa260_cPa327-cPa305-hybrid_cPa459,2_1_1,102,6
Scaffold1756-8947_9069,cPa260,0.387096774193548,9,9017,8993,cPa196_cPa196-cPa260-hybrid_cPa196-cPa424-hybrid_cPa196-unknown_cPa260_cPa305-unknown_cPa327_cPa327-cPa260-hybrid_cPa327-unknown,3_1_1_1_12_1_7_2_3,122,24
Scaffold1756-9172_9305,cPa260,0.75,2,9296,9200,cPa260_cPa327-unknown,3_1,133,96
Scaffold176-48289_48395,cPa363,0.657142857142857,4,48379,48337,cPa117_cPa363_cPa363-cPa117-hybrid_cPa456,17_46_2_5,106,42
Scaffold176-48497_48648,cPa363,0.8,2,48638,48547,cPa117_cPa363,1_4,151,91
Scaffold176-52120_52347,SMRV_NC001514-cPa539-hybrid,0.363636363636364,5,52295,52170,cPa419_SMRV_NC001514-cPa107-hybrid_SMRV_NC001514-cPa121-hybrid_SMRV_NC001514-cPa308-hybrid_SMRV_NC001514-cPa539-hybrid,1_3_2_1_4,227,125
Scaffold176-52559_52663,SMRV_NC001514-cPa107-hybrid_SMRV_NC001514-cPa121-hybrid,0.5,2,52611,52609,SMRV_NC001514-cPa107-hybrid_SMRV_NC001514-cPa121-hybrid,2_2,104,2
Scaffold176-54722_54824,cPa419,1,1,54796,54737,cPa419,11,102,59
Scaffold176-59000_59102,cPa452,0.461538461538462,3,59057,59041,cPa363_cPa452_cPa71,5_6_2,102,16
Scaffold176-6750_7157,cPa223,0.964285714285714,3,7129,6752,cPa223_cPa410-cPa223-hybrid_cPa419,54_1_1,407,377
Scaffold176-7191_7610,cPa223,0.973684210526316,2,7606,7241,cPa223_cPa410-cPa512-hybrid,37_1,419,365
Scaffold176-7614_7761,cPa223,0.852941176470588,8,7753,7633,cPa223_cPa392-cPa223-hybrid_cPa410-cPa223-hybrid_cPa410-cPa512-hybrid_cPa492-cPa512-hybrid_cPa511-cPa223-hybrid_cPa566-cPa223-hybrid_STLV1_NC000858-cPa223-hybrid,87_1_2_2_1_1_1_7,147,120
Scaffold176-9561_9841,STLV1_NC000858-unknown,0.967213114754098,3,9827,9607,STLV1_NC000858-cPa444-hybrid_STLV1_NC000858-HML7_repbase_HERVK11DI_MER11D-hybrid_STLV1_NC000858-unknown,1_1_59,280,220
Scaffold177-18150_18385,cPa199,0.257575757575758,12,18374,18178,cPa199_cPa227-cPa199-hybrid_cPa273-cPa199-hybrid_cPa273-unknown_cPa419_cPa450_cPa450-cPa199-hybrid_cPa450-cPa62-hybrid_cPa450-unknown_cPa553-cPa199-hybrid_cPa553-unknown_cPa62,17_1_2_4_1_16_8_1_12_2_1_1,235,196
Scaffold177-25956_26243,cPa62,0.576923076923077,7,26224,26006,cPa285_cPa308-cPa62-hybrid_cPa308-cPa74-hybrid_cPa419_cPa62_cPa62-unknown_cPa75,1_1_1_5_15_1_2,287,218
Scaffold177-36431_36840,cPa75,0.212765957446809,14,36788,36467,cPa15_cPa232-cPa75-hybrid_cPa293-cPa75-hybrid_cPa419_cPa425-cPa75-hybrid_cPa456-cPa200-hybrid_cPa482-cPa75-hybrid_cPa542-cPa232-hybrid_cPa542-unknown_cPa75_HERV-F_repbase_HERVFH19I_LTR19A-cPa75-hybrid_HERV-R_repbase_HERV3_LTR4-cPa293-hybrid_HERV-R_repbase_HERV3_LTR4-cPa75-hybrid_HERV-R_repbase_HERV3_LTR4-unknown,1_1_3_8_1_1_2_1_1_10_1_1_9_7,409,321
Scaffold177-36863_36965,cPa293_cPa419,0.5,2,36931,36913,cPa293_cPa419,1_1,102,18
Scaffold177-5566_5673,cPa419,0.777777777777778,3,5621,5607,BLV_NC001414_cPa419_HERV30_repbase_HERV30I_LTR30-unknown,1_7_1,107,14
Scaffold177-60523_60625,cPa75,0.736842105263158,5,60607,60539,cPa224_cPa285_cPa356-cPa224-hybrid_cPa419_cPa75,1_1_1_2_14,102,68
Scaffold177-60697_60799,cPa419,0.52,9,60754,60730,cPa360_cPa360-cPa138-hybrid_cPa360-cPa34-hybrid_cPa360-cPa402-hybrid_cPa419_cPa428_cPa583-cPa360-hybrid_cPa75_cPa75-cPa391-hybrid,1_2_1_1_13_1_1_4_1,102,24
Scaffold177-62234_62336,cPa75,0.523809523809524,3,62318,62238,cPa419_cPa75_cPa75-unknown,9_11_1,102,80
Scaffold177-62401_62553,cPa75,0.5,5,62548,62447,cPa308_cPa419_cPa75_cPa75-HERV-XA34_repbase_HERVFH21I_LTR21A-hybrid_cPa75-unknown,1_3_6_1_1,152,101
Scaffold177-62669_62771,cPa419_cPa75,0.4,3,62758,62668,cPa419_cPa419-cPa285-hybrid_cPa75,2_1_2,102,90
